sample_id,item_name,user_description,category,risk_label,used_days,remaining_pct,weekly_use_count,user_count,is_shared,has_shelf_life,days_to_expire,is_damaged,source,label_source,original_category,original_user_judgment,remaining_text,frequency_text,shelf_life_text,notes
expanded_080,橡皮,使用时间较长，已经很小。,学习用品,建议补货,90,15.0,2.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,建议补货,15%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_081,读卡器,导资料时偶尔使用，状态正常。,电子配件,正常,160,70.0,0.5,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,70%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_082,蓝牙耳机充电盒,接触不良，充电不稳定。,电子配件,过期/损坏风险,300,35.0,7.0,1,0,0,999,1,expanded_manual,manual_review,电子配件,过期/损坏风险,35%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_083,备用 U 盘,汇报和打印资料会用，暂时正常。,电子配件,正常,220,75.0,1.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,75%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_084,网线,宿舍备用，外皮有破损。,电子配件,过期/损坏风险,260,40.0,1.0,1,0,0,999,1,expanded_manual,manual_review,电子配件,过期/损坏风险,40%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_085,鼠标电池,无线鼠标常用，剩余一对。,电子配件,需要关注,60,25.0,7.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,需要关注,25%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_086,床帘挂钩,备用挂钩剩余少。,其他用品,需要关注,100,25.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,需要关注,25%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_087,晾衣夹,宿舍晾衣服会用，有几个断裂。,其他用品,需要关注,120,45.0,3.0,1,0,0,999,1,expanded_manual,manual_review,其他用品,需要关注,45%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_088,小药盒标签贴,整理药盒时使用，剩余较多。,其他用品,正常,50,65.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,正常,65%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_089,防水袋,雨天和旅行偶尔使用，状态正常。,其他用品,正常,180,80.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,正常,80%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_090,备用钥匙扣,旧钥匙扣磨损，备用不多。,其他用品,需要关注,200,35.0,2.0,1,0,0,999,1,expanded_manual,manual_review,其他用品,需要关注,35%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_091,篮球,平时拿来体育运动。,文体娱乐,正常,60,51.0,14.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,正常,51%,每周约14次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_092,羽毛球拍,周末和室友打羽毛球，网线磨损严重。,文体娱乐,建议补货,120,20.0,2.0,2,1,0,999,1,expanded_manual,manual_review,文体娱乐,建议补货,20%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_093,哑铃,在寝室健身使用，铁质不易损坏。,文体娱乐,正常,200,90.0,3.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,正常,90%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_094,扑克牌,偶尔聚会娱乐使用，纸张磨损折角。,文体娱乐,需要关注,90,40.0,0.5,4,1,0,999,0,expanded_manual,manual_review,文体娱乐,需要关注,40%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_095,跳绳,晚上在操场跳绳运动，轴承有点卡顿。,文体娱乐,需要关注,45,35.0,4.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,需要关注,35%,每周约4次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_096,专业课本,平时上课使用，书页有些破损。,文体娱乐,正常,150,85.0,5.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,正常,85%,每周约5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_097,小说书,闲暇时借阅阅读，快看完了。,文体娱乐,需要关注,30,15.0,2.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,需要关注,15%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_098,瑜伽垫,宿舍地板拉伸防滑，状态良好。,文体娱乐,正常,80,75.0,3.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,正常,75%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_099,握力器,日常锻炼手指力量，弹簧完好。,文体娱乐,正常,60,80.0,5.0,1,0,0,999,0,expanded_manual,manual_review,文体娱乐,正常,80%,每周约5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_100,五子棋,和舍友下棋打发时间，棋子齐全。,文体娱乐,正常,120,95.0,1.0,2,1,0,999,0,expanded_manual,manual_review,文体娱乐,正常,95%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
